system_index,city_calcuated_area,city_lc_area,city_lc_bare,city_lc_closed_forest_deciduous_broadleaf,city_lc_closed_forest_deciduous_needle,city_lc_closed_forest_evergreen_broadleaf,city_lc_closed_forest_evergreen_needle,city_lc_closed_forest_forest_mixed,city_lc_closed_forest_forest_other,city_lc_closed_forest_forest_total,city_lc_cultivated,city_lc_herbaceous_vegetation,city_lc_herbaceous_wetland,city_lc_moss_and_lichen,city_lc_ocean,city_lc_open_forest_deciduous_broadleaf,city_lc_open_forest_deciduous_needle,city_lc_open_forest_evergreen_broadleaf,city_lc_open_forest_evergreen_needle,city_lc_open_forest_forest_mixed,city_lc_open_forest_forest_other,city_lc_open_forest_forest_total,city_lc_permanent_water,city_lc_shrubs,city_lc_snow,city_lc_unknown,city_lc_urban,city_name,city_pc_bare,city_pc_closed_forest_deciduous_broadleaf,city_pc_closed_forest_deciduous_needle,city_pc_closed_forest_evergreen_broadleaf,city_pc_closed_forest_evergreen_needle,city_pc_closed_forest_forest_mixed,city_pc_closed_forest_forest_other,city_pc_closed_forest_forest_total,city_pc_cultivated,city_pc_herbaceous_vegetation,city_pc_herbaceous_wetland,city_pc_moss_and_lichen,city_pc_ocean,city_pc_open_forest_deciduous_broadleaf,city_pc_open_forest_deciduous_needle,city_pc_open_forest_evergreen_broadleaf,city_pc_open_forest_evergreen_needle,city_pc_open_forest_forest_mixed,city_pc_open_forest_forest_other,city_pc_open_forest_forest_total,city_pc_permanent_water,city_pc_shrubs,city_pc_snow,city_pc_unknown,city_pc_urban,pop_2015,region_calcuated_area,region_lc_area,region_lc_bare,region_lc_closed_forest_deciduous_broadleaf,region_lc_closed_forest_deciduous_needle,region_lc_closed_forest_evergreen_broadleaf,region_lc_closed_forest_evergreen_needle,region_lc_closed_forest_forest_mixed,region_lc_closed_forest_forest_other,region_lc_closed_forest_forest_total,region_lc_cultivated,region_lc_herbaceous_vegetation,region_lc_herbaceous_wetland,region_lc_moss_and_lichen,region_lc_ocean,region_lc_open_forest_deciduous_broadleaf,region_lc_open_forest_deciduous_needle,region_lc_open_forest_evergreen_broadleaf,region_lc_open_forest_evergreen_needle,region_lc_open_forest_forest_mixed,region_lc_open_forest_forest_other,region_lc_open_forest_forest_total,region_lc_permanent_water,region_lc_shrubs,region_lc_snow,region_lc_unknown,region_lc_urban,region_pc_bare,region_pc_closed_forest_deciduous_broadleaf,region_pc_closed_forest_deciduous_needle,region_pc_closed_forest_evergreen_broadleaf,region_pc_closed_forest_evergreen_needle,region_pc_closed_forest_forest_mixed,region_pc_closed_forest_forest_other,region_pc_closed_forest_forest_total,region_pc_cultivated,region_pc_herbaceous_vegetation,region_pc_herbaceous_wetland,region_pc_moss_and_lichen,region_pc_ocean,region_pc_open_forest_deciduous_broadleaf,region_pc_open_forest_deciduous_needle,region_pc_open_forest_evergreen_broadleaf,region_pc_open_forest_evergreen_needle,region_pc_open_forest_forest_mixed,region_pc_open_forest_forest_other,region_pc_open_forest_forest_total,region_pc_permanent_water,region_pc_shrubs,region_pc_snow,region_pc_unknown,region_pc_urban,geo
00000000000000000068,74432.12075380483,75737.0039215688,24.12549019607843,0,0,4313.650980392154,0,0,223.2274509803922,4536.878431372546,26088.22745098055,498.66274509803924,1299.0274509803924,0,595.9019607843136,0,0,2587.925490196076,0,0,4032.105882352944,6620.03137254902,1011.2117647058823,25.623529411764707,0,0,35037.313725490225,Semarang,3.185429703697038E-4,0.0,0.0,0.05695565914990848,0.0,0.0,0.0029474027149471154,0.05990306186485559,0.34445813935281644,0.006584136145845443,0.017151819899366896,0.0,0.007868042435391472,0.0,0.0,0.03416989524534218,0.0,0.0,0.05323825440109149,0.08740814964643367,0.0133516209032122,3.383224591020229E-4,0.0,0.0,0.4626181643226067,3077644.959168,4949972.318776978,5037165.51764706,1236.8745098039217,0,0,817103.949019608,0,0,53986.788235294116,871090.7372549021,1201110.952941177,11866.635294117648,51772.0156862745,0,1894772.5137254903,0,0,171494.57254901965,0,0,384519.0117647058,556013.5843137255,22328.40784313725,10011.988235294117,0,0,416961.80784313724,2.455497055776093E-4,0.0,0.0,0.1622150287015564,0.0,0.0,0.010717691933322096,0.1729327206348785,0.23844976877040067,0.002355816034344002,0.010278005657129574,0.0,0.37615847783587797,0.0,0.0,0.034045848195420725,0.0,0.0,0.07633638609205774,0.11038223428747847,0.00443273260823226,0.0019876234362794726,0.0,0.0,0.08277707102980145,
00000000000000000069,169220.88817442406,227162.43921568623,0,0,0,4035.50196078431,1818.9176470588238,0,11.145098039215686,5865.56470588235,5324.207843137252,1426.7529411764706,6139.623529411767,0,8955.243137254924,0,0,5280.090196078433,0,0,18248.988235294088,23529.07843137252,5466.627450980392,277.2039215686275,0,0,170178.13725490193,Hangzhou,0.0,0.0,0.0,0.01776482932089262,0.008007123243344811,0.0,4.906223968053819E-5,0.025821014803917967,0.02343788815404479,0.006280760789955231,0.027027459075583866,0.0,0.03942220011448327,0.0,0.0,0.02324367626227632,0.0,0.0,0.08033453196884822,0.10357820823112454,0.024064838667232028,0.0012202894216390584,0.0,0.0,0.7491473407420193,7536290.153892,5193593.827112683,6971536.011764707,3.0,1852.3960784313726,0,1832816.905882353,648933.7450980394,0,52819.13333333333,2536422.1803921573,1101093.9647058821,37578.568627450986,172274.72156862743,0,555495.7882352942,12.0,0,465527.65490196075,1363.9137254901962,0,599384.4509803922,1066288.0196078431,371696.0705882354,15368.84705882353,0,0,1115314.8509803927,4.3032123694654904E-7,2.6570845726184164E-4,0.0,0.2629000126786136,0.09308332396231496,0.0,0.007576398263481566,0.363825443361672,0.15794137229553834,0.005390285378148497,0.024711157093344694,0.0,0.07968054490400335,1.7212849477861961E-6,0.0,0.06677547876341265,1.956403471471057E-4,0.0,0.08597595278413685,0.1529487931796444,0.053316237621233754,0.002204513758931758,0.0,0.0,0.15998122208624618,
0000000000000000006a,248741.30616751185,395818.35294117674,234.6549019607843,16475.635294117685,0,0,3528.0078431372435,70.26666666666667,28452.098039215718,48526.00784313731,40160.509803921625,9919.109803921569,1540.8901960784315,0,30090.721568627523,133.94509803921568,0,0,111.97647058823529,5.372549019607844,37515.98039215696,37767.27450980402,6638.349019607843,5201.454901960783,0,0,215739.38039215686,Seoul,5.928348198539869E-4,0.04162423286260847,0.0,0.0,0.008913199241323576,1.7752250784871797E-4,0.07188170489771108,0.12259665950949183,0.10146196987962797,0.02505975210653172,0.003892922560635853,0.0,0.07602154206603795,3.3840042293117596E-4,0.0,0.0,2.828986320522543E-4,1.357326910105724E-5,0.09478080062076423,0.09541567294484872,0.016771200653736183,0.013141014971414882,0.0,0.0,0.545046430487821,2.1613973203227E7,5496593.732928072,8742175.192156866,1784.3411764705882,2481825.4509803923,283.0,21.0,290633.72156862746,27065.854901960785,515064.92941176484,3314893.956862745,1691177.7215686277,318419.8980392156,50554.77647058824,0,2011879.9529411793,97865.57647058822,9.0,0,1698.0196078431372,2714.850980392157,695090.2313725491,797377.6784313726,82266.7568627451,63272.63529411766,0,0,410547.47450980404,2.041072315813836E-4,0.2838910678897156,3.237180607566597E-5,2.4021481540246836E-6,0.03324501227444773,0.00309600920904024,0.05891725092330118,0.3791841142507344,0.19345044961874996,0.03642341763236332,0.005782860141712098,0.0,0.23013493881318672,0.01119464827911357,1.0294920660105787E-6,0.0,1.9423307935610045E-4,3.105463938571963E-4,0.07950998648438852,0.09121044372878141,0.009410330387401933,0.007237630670097228,0.0,0.0,0.046961707525391506,
0000000000000000006b,155551.98241503906,158706.7529411767,0,0,0,1985.600000000001,0,0,232.0901960784314,2217.6901960784326,67468.69411764719,216.86666666666667,381.0313725490196,0,0,0,0,4419.525490196078,0,0,7251.439215686271,11670.96470588235,25.356862745098038,16.992156862745098,0,0,76709.1568627452,Yogyakarta,0.0,0.0,0.0,0.012511124846312914,0.0,0.0,0.0014623838732587117,0.013973508719571627,0.42511545896634834,0.0013664614935890375,0.0024008516681722145,0.0,0.0,0.0,0.0,0.02784711682579844,0.0,0.0,0.04569080446358798,0.07353792128938642,1.5977179467906033E-4,1.0706637586519771E-4,0.0,0.0,0.4833389596923881,5113433.559998,5573925.272756825,5689177.019607845,1125.0,0,0,930860.9921568624,0,0,78819.78039215686,1009680.7725490192,1371324.1254901967,14655.258823529413,48124.66274509804,0,2061429.4274509822,0,0,199553.16078431378,0,0,538904.0,738457.1607843138,22767.41176470588,12904.219607843137,0,0,408708.9803921569,1.9774389092177454E-4,0.0,0.0,0.16361962177457903,0.0,0.0,0.013854337827862124,0.17747395960244114,0.24104086070162783,0.0025759892464269993,0.008458984942678981,0.0,0.362342289639825,0.0,0.0,0.03507592751931438,0.0,0.0,0.0947244211496071,0.12980034866892148,0.0040018814120632235,0.00226820497294574,0.0,0.0,0.07183973692214789,
0000000000000000006c,336845.3849774586,461344.74901960435,0,0,0,595.4352941176471,0,0,0,595.4352941176471,57360.49803921588,3324.964705882352,3688.1803921568635,0,8904.207843137234,0,0,5502.184313725477,0,0,21864.58823529415,27366.772549019628,5601.9019607843165,1172.4156862745097,0,0,353330.3725490159,Shanghai,0.0,0.0,0.0,0.0012906515038547555,0.0,0.0,0.0,0.0012906515038547555,0.12433326305569029,0.007207115097653493,0.007994412855016885,0.0,0.01930055096987537,0.0,0.0,0.011926404983297357,0.0,0.0,0.04739316591715459,0.059319570900451944,0.012142550603835463,0.00254130059736453,0.0,0.0,0.7658705844162572,2.4521196793762E7,5660400.509960348,7753559.145098041,2.0,0,0,81713.56470588235,6936.666666666668,0,123.0,88773.23137254902,1304034.1725490203,44226.16862745098,183127.34117647063,0,3798880.4431372536,0,0,57522.062745098025,4.0,0,181178.7215686275,238704.7843137255,405837.1803921569,11919.564705882352,0,0,1678054.2588235305,2.5794605581417933E-7,0.0,0.0,0.010538845861199542,8.946429035821789E-4,0.0,1.586368243257203E-5,0.011449352447214295,0.1681852357279634,0.005703982880611889,0.02361848768410408,0.0,0.4899531134084382,0.0,0.0,0.007418794603696891,5.158921116283587E-7,0.0,0.023367168313041423,0.03078647880884994,0.05234204999245224,0.0015373023514521258,0.0,0.0,0.2164237387528579,
0000000000000000006d,244652.43085149027,291241.27058823564,2.0,0,0,9523.345098039195,0,0,105.87450980392157,9629.219607843117,82647.51764705914,2626.0509803921555,4730.082352941175,0,8217.858823529412,0,0,10933.921568627466,0,0,19307.925490196154,30241.84705882362,8059.823529411768,1389.427450980392,0,0,143697.44313725492,Jieyang,6.867158613751727E-6,0.0,0.0,0.032699160660865076,0.0,0.0,3.6352852598837087E-4,0.03306268918685345,0.28377680635760005,0.00901675430507558,0.016241112886877514,0.0,0.02821667000329782,0.0,0.0,0.03754248684104295,0.0,0.0,0.06629529342183853,0.10383778026288148,0.027674043287659433,0.004770709344091553,0.0,0.0,0.49339656720704955,1.0441163726377E7,5572775.491318368,6634841.619607846,14.0,0,0,1852833.7568627454,167154.84313725488,0,33888.47843137255,2053877.0784313728,625614.6784313727,14475.87843137255,38862.02352941177,0,2594160.996078432,0,0,498788.39215686277,529.0,0,527092.7058823529,1026410.0980392157,52037.32156862745,19454.270588235293,0,0,209935.27450980397,2.110072975762679E-6,0.0,0.0,0.2792581742097798,0.0251934940908408,0.0,0.005107654466268259,0.30955932276688886,0.09429233044274986,0.0021817971341760753,0.005857264688061795,0.0,0.39099064375733517,0.0,0.0,0.07517713620816524,7.973061458417551E-5,0.0,0.07944314817171277,0.1547000149944622,0.007843038998073797,0.002932137902243572,0.0,0.0,0.03164133924303264,
0000000000000000006e,58668.67704785005,78193.01568627458,0,0,0,482.24705882352936,68.9843137254902,0,2.145098039215686,553.3764705882352,8628.196078431389,686.5411764705882,1145.466666666666,0,3300.7529411764785,0,0,569.4627450980391,0,0,7635.8862745097995,8205.349019607838,1865.75294117647,146.2941176470588,0,0,53661.28627450986,Ningbo,0.0,0.0,0.0,0.006167393015744492,8.822311445598739E-4,0.0,2.7433371387314592E-5,0.00707705753169168,0.11034484349662854,0.008780083111580239,0.014649219711163189,0.0,0.04221288707446371,0.0,0.0,0.0072827827408886905,0.0,0.0,0.09765432638058678,0.10493710912147547,0.023860864359832718,0.0018709358676485756,0.0,0.0,0.686266999725516,2655815.254247,4220406.067807053,5626756.082352941,2.0,27.0,0,843217.3764705881,294123.71372549026,0,18273.87450980392,1155641.9647058824,571736.4000000001,20422.498039215687,52307.10588235294,0,2763885.274509803,0,0,208419.96078431373,712.0,0,284837.7450980393,493969.705882353,59209.86666666667,9949.623529411765,0,0,499631.6431372549,3.554445884499155E-7,4.79850194407386E-6,0.0,0.14985852667670282,0.052272341189258824,0.0,0.0032476749022613285,0.20538334127016708,0.10161030469991816,0.0036295332053341133,0.009296138861679548,0.0,0.4912040319604593,0.0,0.0,0.03704087359286396,1.2653827348816992E-4,0.0,0.05062201754068726,0.08778942940703939,0.010522913344753852,0.0017682699203216802,0.0,0.0,0.08879568188573832,
0000000000000000006f,51885.35726104157,62873.93333333335,0,0,0,3997.0352941176466,215.0,0,0.8627450980392157,4212.8980392156855,6129.035294117656,1523.3490196078428,331.92156862745094,0,11159.921568627478,0,0,2133.9568627450976,0,0,4451.9137254901925,6585.87058823529,739.9843137254901,1203.909803921569,0,0,30987.043137254896,Xiamen,0.0,0.0,0.0,0.06357221637346763,0.0034195411134874116,0.0,1.3721824805603841E-5,0.06700547931176064,0.09748134034535226,0.024228626059254695,0.005279160234301404,0.0,0.17749679361496087,0.0,0.0,0.033940247565420814,0.0,0.0,0.07080698613029127,0.10474723369571208,0.011769333879628282,0.019147995681118014,0.0,0.0,0.4928440371779119,4105099.230692,4342156.266026575,5263867.035294118,15.0,0,0,1429831.9843137255,347861.4862745099,0,23991.392156862745,1801684.862745098,408205.6274509804,23919.25882352942,15577.772549019608,0,1924392.5333333348,0,0,365037.4117647059,652.0,0,357598.17254901974,723287.5843137256,27735.505882352943,21247.81176470588,0,0,317801.07843137265,2.8496160521201076E-6,0.0,0.0,0.2716314782890092,0.06608477834681346,0.0,0.004557750413526968,0.3422740070493496,0.07754862057000494,0.00454404692655633,0.0029593780474641493,0.0,0.36558532357111667,0.0,0.0,0.06934776454593888,1.2386331106548735E-4,0.0,0.0679344995136335,0.13740612737063787,0.005269036185068307,0.004036540365142156,0.0,0.0,0.06037407029860805,
00000000000000000070,34223.18177731616,42503.18823529414,0,0,0,1936.2627450980358,588.5490196078431,0,0,2524.811764705879,1093.4392156862743,373.5921568627452,698.5411764705882,0,0,0,0,1339.9843137254888,0,0,1687.0980392156853,3027.082352941174,3717.596078431375,98.08627450980391,0,0,30970.039215686305,Fuzhou,0.0,0.0,0.0,0.045555705947964306,0.013847173448487777,0.0,0.0,0.059402879396452085,0.02572605164659849,0.008789744307993317,0.016435030064180643,0.0,0.0,0.0,0.0,0.03152667762962737,0.0,0.0,0.03969344675688915,0.07122012438651652,0.08746628741945359,0.0023077392210392876,0.0,0.0,0.7286521435577662,3036658.308692,3924266.7441394157,4874220.545098036,16.0,0,0,1473305.0862745093,632033.149019608,0,16595.521568627453,2121933.756862745,339420.368627451,13681.81960784314,21383.415686274508,0,1610628.298039212,0,0,295518.74117647053,657.478431372549,0,211853.68235294116,508029.9019607842,51009.18823529411,12656.815686274509,0,0,195460.98039215693,3.282576127190443E-6,0.0,0.0,0.30226475651706003,0.12966855791029783,0.0,0.0034047539324656606,0.4353380683598236,0.06963582494616567,0.0028069759013269998,0.004387043115597147,0.0,0.33043812505755565,0.0,0.0,0.06062892280770335,1.3488893768538434E-4,0.0,0.04346411500932199,0.10422792675471072,0.010465096473033753,0.0025966850636258893,0.0,0.0,0.04010097175203335,
00000000000000000071,109154.8365023675,132669.3686274511,4.125490196078431,0,0,2336.6509803921563,46.79607843137254,0,0,2383.447058823529,28742.423529411786,6077.929411764706,799.8980392156864,0,12558.09019607846,0,0,2366.10588235294,0,0,7122.078431372548,9488.184313725487,1705.7725490196078,3220.113725490199,0,0,67689.38431372555,Quanzhou,3.109602645101313E-5,0.0,0.0,0.017612588380922403,3.527270757033647E-4,0.0,0.0,0.017965315456625768,0.21664702128886582,0.04581260523544166,0.006029259409999006,0.0,0.0946570434908968,0.0,0.0,0.01783460573327369,0.0,0.0,0.053682914941519465,0.07151752067479315,0.012857320168678788,0.02427171968031748,0.0,0.0,0.5102110985679305,4010566.629002,4696058.059190792,5708577.592156864,18.87450980392157,0,0,1160870.5647058825,354708.05882352946,0,14513.50196078431,1530092.125490196,406506.13333333336,21602.399999999994,17135.84705882353,0,2781593.8196078436,0,0,298123.92156862747,565.0,0,294038.4431372549,592727.3647058824,31258.76470588235,21384.53725490196,0,0,306257.725490196,3.306341991366406E-6,0.0,0.0,0.2033554849636847,0.06213597925179653,0.0,0.0025424025033354575,0.2680338667188166,0.07120970623082024,0.003784200118376247,0.003001771769269955,0.0,0.4872656585117691,0.0,0.0,0.05222385379822572,9.897386711118117E-5,0.0,0.051508180171053575,0.10383100783639047,0.005475753670902088,0.0037460360150456096,0.0,0.0,0.053648692786618164,
00000000000000000072,67648.80910652207,86815.03921568624,0,0,0,6239.819607843104,1763.9019607843138,0,24.0,8027.721568627418,8663.999999999996,1148.3490196078428,1184.0352941176463,0,5523.407843137243,0,0,3729.462745098038,0,0,7714.705882352919,11444.168627450956,1543.905882352941,330.8235294117647,0,0,48948.62745098043,Wenzhou,0.0,0.0,0.0,0.07187486942602979,0.020317930818438218,0.0,2.7644979737178466E-4,0.09246925004183978,0.09979837685121422,0.013227535574278155,0.013638596547494367,0.0,0.06362270745987571,0.0,0.0,0.042958717507832186,0.0,0.0,0.08886370324830749,0.13182242075613965,0.01778385284739904,0.003810670736320875,0.0,0.0,0.5638265891854382,4698677.518831,4428095.649375375,5684090.254901967,0,7.0,0,1291836.7176470591,991968.2274509808,0,13690.854901960785,2297502.8000000003,367278.5411764707,12476.968627450982,18749.2431372549,0,2070099.5529411817,0,0,337795.8078431372,2446.043137254902,0,261205.1607843137,601447.0117647058,45424.94901960784,8544.462745098039,0,0,262566.72549019614,0.0,1.2315075387768853E-6,0.0,0.2272723795215914,0.17451662147614672,0.0,0.0024086272891521688,0.404198859794429,0.06461518461282863,0.0021950687036840816,0.0032985477528414556,0.0,0.3641918864951036,0.0,0.0,0.05942829770372165,4.3033150910041075E-4,0.0,0.04595373209618725,0.10581236130900931,0.007991595309457535,0.0015032243264837821,0.0,0.0,0.046193271696162504,
00000000000000000073,167325.6853832405,170685.8509803923,281.2313725490196,0,0,7793.325490196079,0,0,964.1333333333332,8757.458823529412,59538.792156862866,1728.003921568626,3983.399999999999,0,1304.4705882352932,0,0,2523.811764705882,0,0,4953.29019607843,7477.101960784312,347.4,123.61176470588235,0,0,87144.3803921569,Surabaya,0.0016476548637960995,0.0,0.0,0.045658884116243144,0.0,0.0,0.005648583803493407,0.05130746791973655,0.3488209000036121,0.010123884971386011,0.02333761103875913,0.0,0.0076425232715109205,0.0,0.0,0.014786297459394027,0.0,0.0,0.02901992266861911,0.043806220128013135,0.002035318088784687,7.24206277180423E-4,0.0,0.0,0.510554213437221,8222167.352771,6020564.007909679,6145450.815686273,3482.764705882353,0,0,715280.5568627452,0,0,73819.90980392156,789100.4666666668,1363961.3843137259,25042.901960784315,106601.67843137255,0,3081673.2941176463,0,0,78657.52549019606,0,0,297352.7568627451,376010.28235294117,21244.992156862747,12667.607843137255,0,0,365665.44313725503,5.667224114775421E-4,0.0,0.0,0.11639187723006267,0.0,0.0,0.012012122790975093,0.12840400002103777,0.22194651380696306,0.0040750308987686085,0.01734643749149722,0.0,0.5014560178810105,0.0,0.0,0.01279930925318328,0.0,0.0,0.04838583299759746,0.06118514225078074,0.0034570274490904507,0.0020612983852711284,0.0,0.0,0.05950180940410318,
00000000000000000074,33025.71745577653,50384.97647058824,3.0,1575.4705882352896,0,0,2228.835294117635,165.8156862745098,2457.247058823525,6427.36862745096,6867.901960784285,1057.4313725490197,589.4117647058822,0,0,13.0,0,0,8.125490196078431,49.380392156862754,5572.898039215701,5643.4039215686425,336.9019607843137,297.80392156862746,0,0,29161.75294117651,Daegu,5.9541558022781294E-5,0.03126865781419896,0.0,0.0,0.04423610866264266,0.0032909747684670082,0.0487694394430832,0.12756518068839184,0.13630852769760363,0.02098703714124557,0.011698164929181734,0.0,0.0,2.580134180987189E-4,0.0,0.0,1.6126811532444815E-4,9.800618282651793E-4,0.11060634398566858,0.11200568734735694,0.006686555882009334,0.005910569825163414,0.0,0.0,0.5787787349310247,2473423.298929,4135076.409091519,6312225.082352942,381.0,1822156.874509804,42.0,354.0,898803.4823529413,115421.14509803921,484012.18823529413,3320789.6901960787,739455.2156862745,29872.64705882353,25496.545098039212,0,1259053.062745098,5686.886274509804,6.0,2.0,2047.843137254902,24400.6,555292.105882353,587435.4352941178,49227.01176470588,30364.18039215686,0,0,270150.2941176471,6.035906435991326E-5,0.28867108677794134,6.653755126289651E-6,5.6081650350155626E-5,0.14239091138649698,0.01828533418757857,0.07667853758707761,0.5260886053445709,0.11714652219128972,0.004732506631035441,0.004039232563065564,0.0,0.19946263739311623,9.009321119439491E-4,9.505364466128073E-7,3.168454822042691E-7,3.2442492315111634E-4,0.003865609936536744,0.0879708975262591,0.09306313187981972,0.007798678140031731,0.004810376689045177,0.0,0.0,0.04279795010366551,
00000000000000000075,45597.92264894536,68365.9882352941,23.0,4251.474509803926,0,0,8878.266666666654,1396.2588235294115,1871.764705882353,16397.764705882342,4266.2901960784175,926.3019607843137,176.83921568627454,0,9054.52156862748,20.0,0,0,38.156862745098046,871.7921568627452,4601.3960784313695,5531.345098039213,1462.019607843136,20.83529411764706,0,0,30507.0705882353,Busan,3.364245964066412E-4,0.062186982438865585,0.0,0.0,0.12986379478799412,0.020423296138482344,0.027378595032376784,0.2398526683977188,0.06240369379866486,0.013549163622067092,0.0025866548593966037,0.0,0.13244190279916207,2.9254312731012277E-4,0.0,0.0,5.58126397789705E-4,0.012751840196653229,0.0673053399388424,0.08090784966059544,0.021385189413357517,3.047611049801338E-4,0.0,0.0,0.4462316917476511,3433784.930171,4218717.862075138,6330846.568627453,268.0,784519.3019607844,59.0,722.0745098039216,657033.0980392159,94926.9333333333,238799.9254901961,1776060.3333333335,397946.5176470589,19011.01568627451,13419.952941176472,0,3509112.8470588257,1461.0,10.0,2.0,944.8274509803921,24147.62745098039,319835.76470588235,346401.21960784314,48057.24705882352,8613.301960784313,0,0,211956.1333333333,4.233241117042317E-5,0.12392012560349737,9.319448727817042E-6,1.1405654867425883E-4,0.10378281812975017,0.01499435064557468,0.03772006206461716,0.28054073244084143,0.06285834182415431,0.0030029184059654373,0.002119772260423926,0.0,0.5542880891235391,2.307748235820457E-4,1.5795675809859392E-6,3.159135161971878E-7,1.492418811194209E-4,0.0038142809479294756,0.05052022051692586,0.05471641365065399,0.007590966948554951,0.0013605292542497524,0.0,0.0,0.03347990368044665,
00000000000000000076,32926.65314194301,39649.54509803922,0,0,0,1001.5921568627447,0,0,0,1001.5921568627447,12258.866666666672,1268.3254901960784,27.901960784313726,0,0,0,0,765.4509803921566,0,0,5680.313725490196,6445.764705882352,2.0,197.1686274509804,0,0,18447.925490196078,Taichung,0.0,0.0,0.0,0.025261126057970238,0.0,0.0,0.0,0.025261126057970238,0.30918051231999905,0.03198839954052337,7.037145247271337E-4,0.0,0.0,0.0,0.0,0.01930541645558527,0.0,0.0,0.14326302386180725,0.16256844031739254,5.044194063398991E-5,0.004972784100383813,0.0,0.0,0.4652745811983699,2224002.333618,3875774.603834134,4667483.6627450995,0,0,0,1440055.9137254907,331266.894117647,0,2304.2941176470586,1773627.1019607848,327491.18431372545,18111.780392156863,25731.61176470588,0,2001273.9607843142,0,0,105607.60392156863,5501.8117647058825,0,133029.89411764708,244139.3098039216,28877.290196078433,5158.678431372549,0,0,243072.74509803922,0.0,0.0,0.0,0.3085293956612473,0.07097333768123318,0.0,4.936908801715714E-4,0.37999642422265206,0.07016439863039975,0.0038804164515285596,0.005512951651034228,0.0,0.42876935526482374,0.0,0.0,0.02262623965125083,0.001178753298832135,0.0,0.028501416122666802,0.05230640907274977,0.0061869076107477486,0.0011052375978405809,0.0,0.0,0.05207789949822346,
00000000000000000077,101173.3978177225,123463.37254901974,0,0,0,24257.050980392265,390.8745098039217,0,13.0,24660.925490196187,10213.556862745103,372.2392156862745,630.3098039215688,0,1064.478431372549,0,0,6831.631372549018,3.7254901960784315,0,6932.9333333333325,13768.29019607843,1989.3921568627447,81.36078431372549,0,0,70682.81960784316,New Taipei [Taipei],0.0,0.0,0.0,0.19647163753574995,0.0031659147302875545,0.0,1.0529438595109247E-4,0.19974284665198858,0.08272539986456247,0.003014976895584811,0.0051052372125288525,0.0,0.008621815599196513,0.0,0.0,0.05533326387821292,3.0174861735607194E-5,0.0,0.056153766013322615,0.11151720475327113,0.016113217351752473,6.589872172933078E-4,0.0,0.0,0.5725003144538219,8871666.948852,4899877.290074811,5981054.305882354,0,0,0,965531.5803921563,231469.50980392157,0,949.4549019607844,1197950.5450980384,106696.07450980392,12202.074509803922,13868.733333333334,0,4393896.768627452,0,0,58703.05490196077,2036.2117647058824,0,68679.85882352942,129419.12549019608,17917.60392156863,2634.211764705882,0,0,106469.16862745103,0.0,0.0,0.0,0.16143166923640168,0.03870045279078503,0.0,1.5874373536902976E-4,0.2002908657625557,0.017839007815874296,0.0020401210030484437,0.0023187773633309874,0.0,0.7346358257115411,0.0,0.0,0.009814833957321946,3.4044361755807375E-4,0.0,0.011482901727874787,0.021638179302754808,0.0029957266737984144,4.40425990132733E-4,0.0,0.0,0.017801070376963275,
00000000000000000078,45199.42225980056,53191.41176470589,0,0,0,1139.0784313725496,0,0,3.0,1142.0784313725496,4743.8117647058825,93.92941176470588,390.74117647058824,0,1616.3215686274482,0,0,1388.1254901960788,0,0,1663.3960784313715,3051.5215686274505,3092.8000000000025,22.0,0,0,39038.20784313726,Kaohsiung,0.0,0.0,0.0,0.021414705750080556,0.0,0.0,5.640008227776708E-5,0.021471105832358322,0.08918379127988374,0.0017658755172772248,0.007345944834084228,0.0,0.030386889819305877,0.0,0.0,0.0260967972863082,0.0,0.0,0.031271891894681485,0.05736868918098969,0.05814472482289272,4.136006033702919E-4,0.0,0.0,0.7339193781098379,2413425.651596,4116956.110556188,4845544.678431372,0,2.0,0,904460.6196078429,62845.078431372545,0,1273.18431372549,968580.8823529409,232072.92941176472,9155.188235294117,28897.494117647057,0,3173681.807843136,0,0,96157.5725490196,2450.866666666667,0,106750.60784313726,205359.04705882352,34808.80000000001,3349.062745098039,0,0,189639.46666666662,0.0,4.1275029593730866E-7,0.0,0.18665819420338936,0.012969662360376196,0.0,2.627536011364676E-4,0.19989102291519795,0.04789408514687202,0.001889403326739707,0.005963724624452729,0.0,0.6549690526990536,0.0,0.0,0.019844533263110534,5.05797970984776E-4,0.0,0.022030672489371243,0.04238100372346655,0.007183671250611297,6.911633195759155E-4,0.0,0.0,0.039136872994030014,
